,sentence,entity,score
1,　　其中109只基金持有贵州茅台830万股，持股总市值74.34亿元，持股市值占比为0.13%，86只基金持有五粮液5181.05万股，持股总市值为29.68亿元，持股市值占基金净值比0.09%，84只基金持有格力电器6769.78万股，持股总市值为25.66亿元，持股市值占基金净值比为0.08%,"['贵州茅台', '五粮液', '格力电器']","[0, 0, 0]"
13,　　除了北京文化外，10月初两连板的互联网金融概念股焦点科技，也获得QFII增持,"['北京文化', '焦点科技']","[1,1]"
4,具体来看，截至昨日，苏泊尔、深圳机场、中国国旅最新动态市盈率均在30倍附近，分别为25.59倍、28.72倍、33.27倍，此外，这3家公司近年来业绩整体向好，苏泊尔、中国国旅2014年-2016年归属母公司净利润复合增长率分别为22.34%、11.78%，而深圳机场业绩也维持相对稳健的增长,"['苏泊尔', '深圳机场', '中国国旅']","[1, 1, 1]"
2,　　此前，阿里巴巴入股高鑫，此次腾讯联手永辉超市，两大互联网巨头正在新零售的阵地上正面交锋，不过苏宁云商此次似乎“不走寻常路”,"['永辉超市', '苏宁云商']","[0,0]"
20,其中，社保基金与险资在三季度同时新进持有塔牌集团、蓝焰控股等两只个股，新进持股数量分别为：1531.66万股、1063.41万股,"['塔牌集团', '蓝焰控股']","[1, 1]"
1,除木林森外，还有3只股票的阳光私募持仓份额占流通股比例超过10%，分别是*ST华菱、乾照光电(300102)、大名城(600094)，其持股比例分别为10.08%、10.18%、13.24%,"['木林森', 'ST华菱', '乾照光电', '大名城']","[0, 0, 0, 0]"
21,　　其中，今年第三季度券商新进驻中国巨石、万马股份、通威股份、亚邦股份、莱美药业、南岭民爆、冠福股份、吉宏股份、博汇纸业、百润股份、中南文化、聚龙股份、康盛股份等13股，以昨日收盘价计算，合计持股市值约为13.09亿元,"['中国巨石', '万马股份', '通威股份', '亚邦股份', '莱美药业', '南岭民爆', '冠福股份', '博汇纸业', '百润股份', '中南文化', '聚龙股份', '康盛股份']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
9,　　王亚伟的千合资本在四季度也做出了比较大的调仓换股，旗下的昀沣9号以300万股的持股数，新晋成为金种子酒(600199)的第九大流通股东；对同有科技(300302)则做出相应的减持，三季度末共计持有406万股，如今昀沣4号已退出了前十大流通股东之列，仅剩宽星6号继续持有200万股,"['金种子酒', '同有科技']","[1, -1]"
15,　　值得注意的是，部分知名私募也青睐次新股，比如和聚投资旗下的和聚平台证券投资基金持有木林森237.15万股不变；胡建平旗下拾贝投资-拾贝回报5号私募基金新进持有坤彩科技(603826)42.72万股；另外大帅资产旗下的中投大帅3号证券私募基金新进持有创业板次新股英博尔36.59万股，另外还有湘军彭大帅4号私募基金也新进持有英博尔20.31万股；尚泰投资旗下的尚泰2号基金新进持有岱勒新材30万股，另外旗下的尚泰5号基金也新进持有岱勒新材15.1万股，尚泰1号基金新进持有岱勒新材60万股；此外惠正投资旗下的惠正稳健集合信托计划新进持有顺络电子801.6万股；此外旭诺资产旗下的旭诺成长对冲3号基金新进持有海量数据(603138)21.826万股；安赐阳光私募证券投资基金新进持有次新股沃施股份(300483)30万股,"['木林森', '坤彩科技', '顺络电子', '海量数据', '沃施股份']","[1, 1, 1, 1, 1]"
4,8月21日晚，皇氏集团和国中水务均公告确认，持有的基金参与万达私有化,"['皇氏集团', '国中水务']","[0, 0]"
25,其中，安通控股在此期间以累计21.61%的涨幅居首，紧随其后的是中国巨石和吉宏股份，涨幅分别达到9.86%和9.27%,"['安通控股', '中国巨石']","[1, 1]"
6,　　从具体调研机构来看，私募博道投资调研了卫宁健康，淡水泉调研了罗莱生活，星石投资调研了盈趣科技、顺网科技，朱雀投资调研了隆平高科、天赐材料、德赛西威等；公募基金方面，博时调研了卫宁健康、盈趣科技、大族激光等，汇添富调研了鲁西化工、辰安科技、千方科技等，嘉实调研了鲁西化工、天虹股份、晶盛机电等，易方达调研了中航机电、星云股份、晶盛机电等；海外机构方面，IDG资本调研了晶盛机电，毕盛投资调研了罗莱生活和美亚柏科，老虎基金调研了大族激光，瑞士银行调研了长安汽车,"['卫宁健康', '罗莱生活', '顺网科技', '隆平高科', '天赐材料', '德赛西威', '大族激光', '鲁西化工', '辰安科技', '千方科技', '天虹股份', '晶盛机电', '中航机电', '美亚柏科', '长安汽车']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2,累计涨幅35.49%排名第二位，涨幅较大的还有利尔化学、新城控股、快乐购、等,"['利尔化学', '新城控股', '快乐购']","[1, 1, 1]"
7,数据显示，近一个月来，24只个股获券商机构买入型评级，其中5只个股获买入型评级在5次以上，分别是、新城控股、新纶科技、、恒力股份,"['新城控股', '新纶科技', '恒力股份']","[1, 1, 1]"
1,　　投资主线二：农业供给侧改革将继续推进，短期内达到调结构、去库存的目标，中长期实现农业现代化，建议关注1)通过多种途径进行玉米加工来达到库存去化：等；2)养殖业结构调整升级：牧原股份、温氏股份、等；3)通过提高农业生产效率推动实现农业现代化目标：种业：、隆平高科等；农药：、等；农用机械：等,"['牧原股份', '温氏股份', '隆平高科']","[1, 1, 1]"
13,净流入力度最大的个股有大众公用、、银江股份，净流入力度分别为33.94%、33.73%、27.36%,"['大众公用', '银江股份']","[1, 1]"
3,除了土地确权外，当前建议关注布局食品安全溯源平台的华宇软件和，和农业消费信息化的、农产品、辉隆股份、.　　4.4. 新型化肥　　、、,"['华宇软件', '辉隆股份']","[1, 1]"
5,　　向方面，《证券日报》市场研究中心根据数据统计发现，本周以来，金逸影视(7117.55万元)、(1955.62万元)、完美世界(1276.98万元)、华录百纳(948.37万元)、幸福蓝海(943.28万元)、中广天择(147.75万元)等6只个股呈现期间累计大单资金态势，合计大单资金净流入12389.55万元,"['完美世界', '华录百纳', '幸福蓝海', '中广天择']","[1, 1, 1, 1]"
3,　　随着产业化进程的提速，百利电气、永鼎股份、汉缆股份等多家上市公司也在积极布局超导领域,"['百利电气', '永鼎股份', '汉缆股份']","[1, 1, 1]"
0,例如，招商证券表示，政策与技术双轮驱动的新时代已经到来，“科技龙头迎盛世，十年长牛莫下车”；国金证券指出，当政策转向，TMT躁动过后，随着一季报的陆续披露，后续只有“真成长”才能真正走出来,"['招商证券', '国金证券']","[0, 0]"
1,　　另外，三家机构席位合计卖出947.77万元，华泰证券股份有限公司深圳深南大道证券营业部及安信证券股份有限公司汕头中山路证券营业部分别卖出1294.16万元和万元267.84万元,"['华泰证券', '华泰证券股份有限公司']","[0, 0]"
8,　　神州高铁成交金额为28039.93万元，折价率-8.13%，由中信证券深圳总部(4001万股，25796.33万元)和中国中投深圳深南大道(355万股，2243.6万元)卖出，至安信证券成都交子大道(300万股，2040万元)、中国银河北京阜成路(355万股，2243.6万元)、华鑫证券合肥梅山路(700万股，4760万元)和国信证券深圳振华分公司(3001万股，18996.33万元),"['神州高铁', '中信证券', '中国银河', '国信证券']","[0, 0, 0, 0]"
1,上文提及的海南航空、中国铁建、中国远洋、中海集运和中国中铁等个股也正是昨日(4月20日)“添升宝”栏目所列个股,"['海南航空', '中国铁建', '中国中铁']","[0, 0, 0]"
6,此外，菲利华、伊之密等基金增仓股近日均已披露2017年度预增公告,"['菲利华', '伊之密']","[0, 0]"
7,其中，农业银行、、金地集团、(持股比例下降缘于限售股解禁)被增持，被新进建仓，、持平，建设银行、、华东重工被减持,"['农业银行', '金地集团', '建设银行']","[1, 1, -1]"
0,' 　　如果不是第四季度营业利润出现大幅下滑，广东温氏食品集团股份有限公司(以下简称“”)2016年的财务数据会更加抢眼,['广东温氏食品集团股份有限公司'],[-1]
2,CFDA官方资料显示，匹德莫多在国内的生产企业包括海辰药业、仙琚制药、江苏吴中医药集团、北京朗依制药、天津金世制药、太阳石（唐山）药业、内蒙古双奇药业共7家企业,"['海辰药业', '仙琚制药', '江苏吴中']","[0, 0, 0]"
10,　　5月8日，浙江证监局下发了《关于对浙商证券股份有限公司采取责令改正监管措施的决定》，决定称，“苏海明在2015年12月至2016年12月期间存在私下接受多名客户委托买卖证券的行为；而公司对客户账户异常交易预警信息处理不到位，未能及时发现并纠正员工错误；公司对江苏分公司员工苏海明的入职管理及执业行为管理不到位，未能有效防范和控制员工违法违规风险,"['浙商证券', '浙商证券股份有限公司']","[-1, -1]"
1,相关标的： 浙江龙盛( 600352)、闰土股份( 002440)、吉华集团( 603980),"['浙江龙盛', '闰土股份', '吉华集团']","[0, 0, 0]"
4,　　对于影视板块未来投资策略，指出，推荐关注从院线出发向全产业链布局的电影产业巨头，如、文投控股等，以及进军三四线影院建设的主力军，如金逸影视、等，还有围绕影院建设提供相关配套设施的龙头企业，如拥有中国巨幕技术的中国电影,"['文投控股', '中国电影']","[1, 1]"
4,此外，中国平安、招商银行、工商银行的净买入额也均超过1亿元,"['中国平安', '招商银行', '工商银行']","[1, 1, 1]"
1,　　5G概念走强：、涨停，、、、、、等领涨；国产软件冲高：、、太极股份涨停，、宝信软件、、、等领涨,"['太极股份', '宝信软件']","[1, 1]"
2,　　次新股拉升，润建通信，昭衍新药，宏达电子，广哈通信，爱乐达，盘龙药业，卫信康等多股涨停，辰欣药业、光威复材、深圳新星、中农立华等多股大涨,"['宏达电子', '盘龙药业', '卫信康', '深圳新星', '中农立华']","[1, 1, 1, 1, 1]"
2,潞安环能同样一度逼近涨停，兖州煤业、山煤国际收盘涨幅均超过8%,"['潞安环能', '兖州煤业', '山煤国际']","[1, 1, 1]"
2,2017年末尾，洋河、剑南春、沱牌舍得、酒鬼酒等上演了提价接力赛,"['沱牌舍得', '酒鬼酒']","[0, 0]"
1,金隅股份将向合资公司注入所持有的水泥公司股权，冀东水泥也将向合资公司注入所持有的水泥公司股权及资产，金隅股份将持有合资公司不多于49%的股权,"['金隅股份', '冀东水泥']","[0, 0]"
1,　　巨人网络是一家以网络游戏为发展起点，集研发、运营、销售为一体的综合性互动娱乐企业,"['巨人网络', '互动娱乐']","[0, 0]"
0,　　钢铁股午后走强，韶钢松山、新日恒力涨停，涨6.63%、涨6.44%、涨5.15%、涨5.42%、涨4.83%、涨3.88%,"['韶钢松山', '新日恒力']","[1, 1]"
0,上市公司中，和而泰、东软载波等或受益,"['和而泰', '东软载波']","[1, 1]"
12,原发起股东华泰兴农退出了北京人寿，转而参与内蒙古君正集团关于中化国际物流公司的收购项目,"['君正集团', '中化国际']","[0, 0]"
1,除上述获百家机构调研的3家公司外，卫宁健康、罗莱生活、千方科技、辰安科技、盈趣科技、博济医药等6家公司接待参与调研的机构家数也均在50家以上，分别为：97家、81家、68家、57家、53家、51家,"['卫宁健康', '罗莱生活', '千方科技', '辰安科技', '博济医药']","[1, 1, 1, 1, 1]"
0,'　　在经历了18个月的暴涨后，小金属钴的价格依旧“高烧难退”，而A股相关的上市公司洛阳钼业、寒锐钴业、华友钴业等相继暴涨；而恰好处在风口登陆A股的寒锐钴业，股价自上市13个月以来已经暴涨逾20倍，股价仅次于茅台，为深市第一高价股,"['洛阳钼业', '华友钴业']","[1, 1]"
0,近年来，盐田区坚持走“不求大而全、只求小而优”的特色发展之路，大力发展港口物流、滨海旅游、生物科技和黄金珠宝等支柱产业，吸引了华大基因、万科、周大福珠宝、东部华侨城、盐田国际、码隆科技、绿野清风、盐田国际创意港等一批在国内外具有影响力的企业和园区扎根发展，产业结构不断优化，综合实力日益提升,"['万科', '华侨城']","[1, 1]"
4,　　以佛山照明为例，公司在12月12日和14日接受了西藏合众易晟投资管理有限责任公司、中信证券、、平安证券、、中信产业基金等的联合调研,"['佛山照明', '中信证券']","[1, 0]"
0,明天，不可再低开破年线，如果破，那么就会有至少3-5个交易日的调整波段……【】　　　　从上证综指看，主板看似凶险，有再度破位的迹象，实际结合成交量看，已经开始缩量，3100如若有效守住，反击3140成功，则将迎来真正的修正行情，前提是两个关键位置，从60分钟走势看，处于一个下降三角形的末端，一旦回暖，3100将成为坚实的防御线，有反击3200一线的概率，前提是守住并回暖；创业板继续放量维持强势，但是再度上行日线图形将再度背离，最好的走势还是横盘，用以消化过高的技术指标，从60分钟走势看，短线虽然维持强势，但是已经出现些许颓势，回撤缺口，测试支持力度是多数选择……【】　　　　今天大盘在外围股市普遍下跌的带动下，两市大盘大幅低开，沪市虽有冲高，但最终因为去年走强的白马股贵州茅台、洋河股份、格力电器等全线大跌，带动主板快速回补了昨天跳空向上的缺口，随后主板一路走弱，再也没有回抽的机会……【】　　　　今日大盘受隔夜美股下跌影响，全天呈现震荡走势,"['贵州茅台', '洋河股份', '格力电器']","[-1, -1, -1]"
0,在今年2月份，亿帆医药获得了32家私募机构的调研，获得了31家私募，、罗莱生活、中顺洁柔、、、等公司也获得了超17家以上的私募机构密集调研,"['亿帆医药', '罗莱生活', '中顺洁柔']","[1, 1, 1]"
2,　　除上述5家已披露2017年年报的公司外，还有25家公司披露2017年年报业绩预告，这些公司2017年年报业绩全部预喜，其中，鸿特精密(897.77%)、梅泰诺(380%)、花园生物(219.83%)、(171.99%)、金贵银业(110%)和百洋股份(110%)等6家公司预计2017年净利润同比翻番，综合来看，共有8家公司2017年年报业绩翻倍或有望翻倍,"['鸿特精密', '梅泰诺', '花园生物', '金贵银业', '百洋股份']","[1, 1, 1, 1, 1]"
3,　　值得注意的是，截至目前，花园生物、新纶科技、创业软件、元隆雅图、塞力斯、木林森、英科医疗等7家公司2018年一季报净利润均有望实现同比增长，分别为640.12%、170%、116.86%、100%、80%、35.78%、22.85%,"['花园生物', '新纶科技', '创业软件', '塞力斯', '木林森']","[1, 1, 1, 1, 1]"
0,　　房地产板块低开高走，海德股份涨停、涨7.27%、涨5.19%、涨3.23%、涨2.34%、涨2.29%、海航创新涨2.07%、涨2.00%,"['海德股份', '海航创新']","[1, 1]"
6,　　三季报显示，三季度，王亚伟仅增持了乐凯胶片；海伦哲、兰州黄河、和晶科技、尤洛卡等公司的三季报前十大流通股东中已不见昀沣的名字；杭钢股份和三聚环保则是略有减持,"['乐凯胶片', '海伦哲', '兰州黄河', '和晶科技', '尤洛卡', '杭钢股份', '三聚环保']","[1, 0, 0, 0, 0, -1, -1]"
1,二、常熟银行上市核心内容三、涨停板收益预测优德精密将于2016年9月30日在上市，证券简称为“ 优德精密” ，证券代码为“ 300549” ,"['常熟银行', '优德精密']","[0, 0]"
3,　　此外，持股市值来看，社保基金持有牧原股份、长春高新等市值均超过10亿元,"['牧原股份', '长春高新']","[0, 0]"
2,比如安源煤业、盛路通信在跻身“国家队概念股”后便于昨日拿下涨停，而本报数据中心的统计显示，在目前已经曝光的12只“国家队概念股”中，、、众兴菌业、清水源等股均在本周有涨停的记录，12只“国家队概念股”在本周的整体涨幅高达7.66%，明显优于同期上涨的指数,"['安源煤业', '盛路通信', '众兴菌业', '清水源']","[1, 1, 1, 1]"
3,比如在本周一到本周三期间买入众兴菌业资金量最大的5个交易席位均被宁波中山西路营业部这样的游资把持；而清水源在本周三则获得杭州延安路营业部、宣城叠嶂西路营业部等游资席位买入2673.98万元,"['众兴菌业', '清水源']","[1, 1]"
5,截止10月15日，已有“方大化工、博汇纸业、旗滨集团、中国巨石、红星发展、中原特钢、北新建材、万华化学、宏达矿业”等共计26家上市公司披露了三季报业绩,"['方大化工', '博汇纸业', '旗滨集团', '中国巨石', '红星发展', '中原特钢', '北新建材', '万华化学', '宏达矿业']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
3,根据公司公告，中文在线将把募集资金用于基于IP的泛娱乐数字内容生态系统建设项目、在线教育平台及资源建设项目和补充流动资金　　此外，再融资规模同样高企的还包括再升科技、华铁科技、和，它们分别计划募集资金，8.32亿元、25亿元、22.41亿元和11.22亿元，相当于首发募资金额的6.19倍、6倍、5.16倍和5.12倍,"['中文在线', '再升科技', '华铁科技']","[0, 0, 0]"
12,统计最近5年的年报第一股，在年报披露日次月的走势均较为惨淡，北特科技和次月涨幅均不到1%，佐力药业次月下跌逾14%,"['北特科技', '佐力药业']","[1, -1]"
7,　　除了中国平安之外，中信证券、兴业银行、中国建筑等大盘蓝筹股也在12月5日股价强势上涨的同时，单日融资净卖出高达2亿元以上,"['中国平安', '中信证券', '兴业银行', '中国建筑']","[1, 1, 1, 1]"
9,　　春秋航空成交金额为15045万元，折价率-1.67%，由兴业证券上海民生路第二证券营业部(248.61万股，7480.67万元)和兴业证券上海天钥桥路(251.39万股，7564.33万元)卖出，至兴业证券上海古北路(500万股，15045万元),"['春秋航空', '兴业证券']","[-1, 0]"
5,　　其中，天喻信息、迪安诊断、隆华节能、汇川技术、荣之联、中海达等6家公司股票全年涨幅翻倍，二级市场股价涨幅分别高达320.9911%、173.95351%、169.38361%、148.64301%、115.84901%、109.63951%,"['天喻信息', '迪安诊断', '隆华节能', '汇川技术', '荣之联', '中海达']","[1, 1, 1, 1, 1, 1]"
1,　　华泰证券近期公告称，公司已收到中国证监会出具的《关于核准华泰证券股份有限公司非公开发行股票的批复》，核准公司非公开发行不超过约10.89亿股新A股股票,"['华泰证券', '华泰证券股份有限公司']","[0, 0]"
8,统计显示，该营业部今年对雄安概念情有独钟，上榜次数最多的股票中以雄安概念股为主，其中上榜次数最多的是冀东装备，上榜22次，其次是先河环保，上榜19次,"['冀东装备', '先河环保']","[1, 1]"
15,寒锐钴业是其交易次数最多的次新股，达到16次，其次是华大基因，为14次，另外6只分别是开立医疗、平治信息、荣晟环保、张家港行、金陵体育及重庆建工,"['平治信息', '荣晟环保', '重庆建工']","[1, 1, 1]"
16,　　此外，该营业部对ST股也颇为青睐，今年以来操作过*ST上普、*ST金宇、*ST坊展、*ST大控、*ST昌鱼及*ST宝实等6只ST股,"['ST上普', 'ST金宇', 'ST坊展', 'ST大控', 'ST昌鱼', 'ST宝实']","[1, 1, 1, 1, 1, 1]"
20,　　该营业部对很多今年的“妖股”也有所涉猎，比如太阳电缆、白银有色、特力A、方大炭素等,"['太阳电缆', '白银有色', '方大炭素']","[0, 0, 0]"
6,重点推荐华能国际、粤电力、、大唐发电、内蒙华电、京能热电和等,"['华能国际', '粤电力', '大唐发电', '内蒙华电']","[1, 1, 1, 1]"
7,建议投资者关注以下三类主题性机会：第一，对电价、煤价敏感，在电价调整及煤价调控中明显受益的公司，如华能国际等；第二，业绩稳健，成长良好，电价调整可增厚业绩的公司，如国电电力、国投电力等；第三来水好转，盈利恢复空间较大的公司，如长江电力等,"['华能国际', '国电电力', '国投电力', '长江电力']","[1, 1, 1, 1]"
0,具体来看，三一重工在美国已建设生产基地，恒立液压的主要客户包括卡特彼勒、特雷克斯等美国大型工程机械厂商，未来有望受益于美国等海外市场的拓展；高空作业平台、手工具等产品的市场需求将受益于基建投资驱动，关注、、天业通联等相关公司,"['三一重工', '恒立液压', '天业通联']","[1, 1, 1]"
5,　　因为投资者只能从上市公司十大流通股东得知机构有无买入，对比泽熙投资在今年3~5月份调研的新都化工、宏达高科等12家公司和二季度进入十大流通股东的、等6只股票，《每日经济新闻》记者了解到，泽熙重仓的公司并未去调研，被调研过的公司没有被重仓，至少没有进入前十大流通股东名单,"['新都化工', '宏达高科']","[-1, -1]"
12,　　此外，天能重工、日月股份和距离破发也不足一个板，分别只需要再下跌4.78%、6.24%和9.07%,"['天能重工', '日月股份']","[-1, -1]"
0,　　根据公开信息统计，除了同仁堂，12月间，安邦保险还对、、远洋地产、万科、和等6家公司发起了11次举牌，多家公司为一月两度举牌,"['同仁堂', '万科']","[1, 1]"
0,　　私募新进25股　　在已披露年报的426家公司中，私募基金介入了137家上市公司，持股占比最高的分别是木林森、安通控股、星普医科、北部湾港、大名城、中核钛白、兰州民百和滨江集团，持股比例均在11%以上,"['木林森', '安通控股', '星普医科', '北部湾港', '大名城', '中核钛白', '兰州民百', '滨江集团']","[0, 0, 0, 0,0, 0, 0, 0]"
0,随后两天，重庆银行、哈尔滨银行等地方城商行也接连宣布获批定向降准……　　　　龙大肉食、雪浪环境、飞天诚信、联明股份20日公布新股申购中签率，网上中签率分别为0.437%、0.458%、0.833%、0.544%,"['龙大肉食', '雪浪环境', '飞天诚信', '联明股份']","[0, 0, 0, 0]"
1,　　今年以来，除齐翔腾达股价微跌外，安纳达、卫星石化、湖南黄金股价均实现不同程度上涨，年内累计涨幅分别为：11.37%、8.51%、6.38%,"['齐翔腾达', '安纳达', '卫星石化', '湖南黄金']","[-1, 1, 1, 1]"
0,　　从资金面上来看，《证券日报》市场研究中心根据数据统计发现，昨日市场中共计6.3亿元大单资金涌入军工板块，具体来看，航发控制(8260.59万元)、航发动力(6259.89万元)、中航沈飞(5400.58万元)、中航飞机(5297.89万元)等4只个股吸金能力凸显，昨日均获5000万元以上大单资金青睐,"['航发控制', '航发动力', '中航飞机']","[1, 1, 1]"
11,记者发现，乐普医疗去年末被5家社保基金组合、挪威中央银行、魁北克储蓄投资集团、阿布扎比投资局、瑞典第二国家养老金和西部信托·南京高科皓熙定增基金同时驻扎，且社保、QFII和私募均对其进行了加仓，可谓风头正盛,"['乐普医疗', '南京高科']","[1, 0]"
0,　　据Choice数据，截至7月31日21时，证金公司已现身7家创业板上市公司，除了亿纬锂能和迈克生物，还有（300284）、（300418）、（300133）、（300146）和（300183）,"['亿纬锂能', '迈克生物']","[0, 0]"
9,　　针对计提单项金融资产减值准备的具体说明，西部证券表示，结合2018年2月8日以来乐视网打开跌停板走势，按照市场法原则，以打开跌停板日起至董事会召开前一交易日之间所有交易日的加权平均价为基准，评估质押标的价值,"['西部证券', '乐视网']","[0, -1]"
10,　　已有3家上市券商踩雷　　在西部证券之前，已有两家上市券商公告因乐视网股权质押违约踩雷，这两家券商分别为和方正证券,"['西部证券', '乐视网', '方正证券']","[-1, -1, -1]"
1,数据显示，净买入方面，东方证券上海银城中路买入5180万，华泰证券苏州现代大道买入4150万，机构买入2720万，华泰证券厦门厦禾路买入2120万，中信建投上海北京西路买入1520万,"['东方证券', '华泰证券']","[0, 0]"
9,龙虎榜数据显示，买入方面，招商证券深圳益田路江苏大厦买入7820万，国信证券深圳红岭中路买入6170万，信达证券深圳深南大道买入3740万，国金证券深圳深南大道买入3400万，国泰君安深圳深南大道京基一百买入1920万,"['招商证券', '国信证券', '国金证券', '国泰君安']","[0, 0, 0, 0]"
3,　　从大单资金连续净流入天数来看，大单资金连续净流入天数在5个交易日以上的个股除国栋建设(10天)外，还有风范股份(5天)和步森股份(5天)，大冷股份、大橡塑、英特集团、大通燃气、长荣股份、龙建股份、建峰化工等个股则均实现连续3个交易日大单资金净流入,"['国栋建设', '风范股份', '步森股份', '大冷股份', '英特集团', '大通燃气', '长荣股份', '龙建股份', '建峰化工']","[1, 1, 1, 1, 1, 1, 1, 1, 1]"
6,原民生银行第一大股东、新希望集团董事长刘永好，亦于去年12月26日以每股均价10.8元，减持1.854亿股民生银行A股，套现约20.02亿元,"['民生银行', '新希望']","[-1, -1]"
12,业绩增长主要是由子公司海南凯美特气体有限公司(上年同期未投产)、福建福源凯美特气体有限公司、湖南凯美特气体股份有限公司特气分公司经营业绩增长所致,"['凯美特气', '湖南凯美特气体股份有限公司']","[1, 1]"
0,　　具体来看，二季度QFII新进入中钢国际、新凤鸣、维宏股份和艾迪精密等4只股票的前十大流通股东名单,"['中钢国际', '新凤鸣', '维宏股份', '艾迪精密']","[0, 0, 0, 0]"
1,操作上可重点关注中铁二局、、中国南车、中国北车、、等,"['中铁二局', '中国北车']","[1, 1]"
1,　　作为第一批在巡回审理办公室公开听证的案件，“中安消”案、“银信评估(保千里)”案均为重大资产重组违法案件,"['中安消', '保千里']","[-1, -1]"
2,　　　　　　备受市场关注的“中安消”案、“银信评估(保千里)”案日前在证监会上海巡回审理办公室进行了行政处罚听证,"['中安消', '保千里']","[-1, -1]"
4,　　投资建议：基于研发价值重估，建议关注5G龙头中兴通讯、烽火通信(通信组推荐)；基于无形资产重估，关注人工智能龙头科大讯飞(计算机组推荐)、图片版权龙头视觉中国(传媒组推荐)；基于平台价值重估，建议关注精密加工平台龙头立讯精密(电子组推荐)；电气化平台龙头汇川技术(电新组推荐)　　证券：三季报的“马太效应” 　　中信证券指出，近期是三季报披露高峰期，贵州茅台Q3营收同比增长116%的超预期成绩成为市场焦点,"['中兴通讯', '烽火通信', '科大讯飞', '视觉中国', '立讯精密', '汇川技术', '中信证券', '贵州茅台']","[1, 1, 1, 1, 1, 1, 0, 1]"
6,　　直接封板型代表——方正电机：切入吉利爆款车型供货体系的新晋情人 　　相比于科力远而言，方正电机基本面要强出不少，但整体而言，它只是吉利的一个“新晋情人”,"['方正电机', '科力远']","[1, 1]"
6,　　具体看，香港中央结算有限公司三季度新进平安银行15558万股，期末持股市值17.29亿元位居港资新进股票期末持股市值首位；新进三安光电3324万股，期末持股市值7.69亿元，位居次席；新进康得新3443万股，期末持股市值7.3亿元位居第三位,"['平安银行', '三安光电', '康得新']","[1, 1, 1]"
2,其中，新城控股(18.10%)、重庆百货(15.33%)、先导智能(13.56%)、京威股份(13.22%)、光迅科技(13.18%)、万润股份(10.64%)、金马股份(10.52%)、道氏技术(10.47%)等个股期间累计涨幅均在10%以上,"['新城控股', '重庆百货', '先导智能', '京威股份', '光迅科技', '万润股份', '道氏技术']","[1, 1, 1, 1, 1, 1, 1]"
10,　　大通燃气3月20日晚间公告称，公司拟通过重大资产置换及发行股份购买资产的方式购买江苏奥赛康药业股份有限公司(简称“奥赛康药业”)100%股权,"['大通燃气', '奥赛康']","[0, 0]"
10,此外，港资10月以来对平安银行、、三安光电、欧普照明等个股的增持幅度均超过20%,"['平安银行', '三安光电', '欧普照明']","[1, 1, 1]"
4,　　增持方面，去年四季度，QFII增持福耀玻璃、汤臣倍健、赣粤高速、小天鹅A、南京化纤、精华制药等6只个股股份数量分别为：2244.18万股、741.05万股、401.21万股、102.07万股、181.61万股、7.01万股,"['福耀玻璃', '汤臣倍健', '赣粤高速', '粤高速', '小天鹅', '南京化纤', '精华制药']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
6,　　通过进一步梳理发现，上述QFII新进增持个股普遍业绩良好，2016年净利润实现同比增长的公司占比超过七成，其中，梅雁吉祥、精华制药、*ST东晶等公司2016年净利润同比增幅均超100%，分别为：245.03%、111.36%、105.90%,"['梅雁吉祥', '精华制药']","[1, 1]"
7,丽珠集团10月以来大涨22%居首，、、康得新、、等个股涨幅超过10%,"['丽珠集团', '康得新']","[1, 1]"
8,　　增持方面，去年四季度券商对英唐智控、丽江旅游、奥瑞德、伟星新材等4只个股进行了不同程度的增持，增持股份数量分别为：461.26万股、348.48万股、264.06万股、105.00万股,"['英唐智控', '丽江旅游', '奥瑞德', '伟星新材']","[1, 1, 1, 1]"
10,　　2月份以来，在上述券商新进增持个股中，有12只个股实现上涨，其中，期间累计涨幅超10%的个股有3只，包括：伟星新材(15.56%)、重庆百货(15.33%)、光迅科技(13.18%).　　基金本期新进增持94只个股 青睐家电等消费类板块　　《证券日报》市场研究中心根据数据统计显示，当前两市共234家公司已披露2016年年报，截至去年四季度末，累计持有其中175家公司股份,"['伟星新材', '重庆百货', '光迅科技']","[1, 1, 1]"
0,　　卸任方正证券研究所联席所长的任泽平，在入职方正证券之前，先后担任过国务院发展研究中心宏观经济研究部研究室副主任、国泰君安证券首席宏观、科技部国家高新区升级评审专家等重要工作职务，最近三年在新财富分析师排名中，他都位居宏观经济前三甲,"['方正证券', '国泰君安']","[0, 0]"
16,　　增持方面，在险资本期增持的9家公司中，中航资本被增持股份数量最高，为1026.67万股；此外，本期基金增持股份数量在百万股以上的公司还包括6家，分别为：航天电子(508.49万股)、沱牌舍得(409.14万股)、江南高纤(330.58万股)、华伍股份(278.05万股)、高升控股(211.85万股)、万向钱潮(100.00万股).　　值得一提的是，从本期险资新进增持个股来看，绩优股仍是险资布局的首选,"['中航资本', '航天电子', '沱牌舍得', '江南高纤', '华伍股份', '高升控股', '万向钱潮']","[1, 1, 1, 1, 1, 1, 1]"
